Protein.IDs	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000174851	16.5647895796267	17.9801953738622	18.0294490033761	18.8142820400472	17.355006901018	19.0948354212703	17.992971518478	18.16511308978	19.1019038790037	18.4194664705343	17.4261173060409	18.6483575820097	19.7745554439893	19.890982642745	20.0048404057487	19.4248879807975
ENSG00000101596	20.2146606274992	20.7410653333251	21.2077674343564	20.5551545417239	20.3870075838872	19.6248704039309	19.8977184442918	19.412247308079	20.3922587181729	20.3545550198909	20.4101780377287	20.4093494978404	20.0669720999218	20.5008652148858	20.8949687070409	19.2393701068265
ENSG00000087460	19.7821279899469	20.0959687043486	20.1183226539074	20.0018204911446	19.6027351058972	19.6584520885521	19.9605619812037	20.0678912230734	20.5514979934403	20.4617392177188	20.0969981897484	20.7473079314908	20.7351262715962	19.6408062611388	20.8151111886375	20.1470607993152
ENSG00000134183	19.7821279899469	20.0959687043486	20.1183226539074	20.0018204911446	19.6027351058972	19.6584520885521	19.9605619812037	20.0678912230734	20.5514979934403	20.4617392177188	20.0969981897484	20.7473079314908	20.7351262715962	19.6408062611388	20.8151111886375	20.1470607993152
ENSG00000002586	20.1430792322077	20.1180691269687	19.9746330479891	18.9077122093708	18.4179431418676	19.6825351670577	20.4391856361285	20.6718485519971	18.265358655271	17.5363990064233	20.5839862262562	19.0201986725794	20.193039208337	19.7059698046375	19.8223187505477	19.9725311171027
ENSG00000101557	23.1288521114904	23.2786672399464	23.5436851215491	23.3034061866546	23.2364446193691	23.3172756939821	22.6013663808208	21.6968062596572	23.5848579314798	23.2080950116447	23.3194824937101	23.3694620957983	23.1829998515357	22.8782994294645	23.1717912960647	23.1071570403911
ENSG00000173145	21.607926256057	20.5546862710713	21.846400942363	20.2942348251724	21.2899648312808	19.4325133554658	19.1109012621643	20.3608899392656	20.6250666780464	21.2466710224018	20.7426285170643	21.6100011031203	20.5451002222421	19.3206947962489	19.6957788230247	19.4664668516229
ENSG00000185304	19.1791072620291	19.5006707422777	20.1723103005395	19.7863302577575	19.9560300994652	19.9666293662293	20.2055021385911	19.8113684213455	20.5973251520036	17.2726662309348	20.3542321609792	19.560463453109	19.8293356276955	19.7703993504871	19.6280075899799	20.0293141909627
ENSG00000116171	23.3018723687505	23.1227995641758	22.9468163430231	22.8836411594993	22.2010506174189	22.4878753535491	22.1932798982009	22.3819484493952	22.4744704251376	22.4315292297899	21.9908892329207	22.2850330174796	22.0722817952768	21.4941407147308	21.8599578438777	21.4745694467266
ENSG00000143420	20.567833558746	21.1932798982009	20.4423279908763	20.7963787148915	20.1101876118575	20.3026255376744	19.4699478042648	NA	21.0421322658782	20.1731647246337	20.6412121147951	19.4032658913244	20.2388805083884	20.2906398816125	20.340389103853	20.4720918657624
ENSG00000110880	23.7891515247083	23.828324787799	23.7208804949693	23.9678081321435	23.972110363187	23.2940384580744	23.3611845335259	22.7411476483932	23.6572006744625	23.8220152620041	23.6112175598263	23.689658503526	23.8080364020305	23.2299189597953	23.0121409644853	22.2011403809879
ENSG00000137710	25.3463468110445	25.31461615653	25.3231300967107	25.2074323351777	25.1234075416698	25.1440990000171	24.5810115844117	24.4024958267993	25.0849280599615	24.5133415954876	24.8349925352129	24.9088026922545	24.7231742940287	24.5316598782094	24.2474245847281	24.3323797107335
ENSG00000113811	17.5274922784118	18.8024027665895	18.7386266778715	18.3340288110389	19.1733843519207	20.2022769030434	20.3365806522368	19.1860900525256	17.9643747144074	18.2301330480133	17.8188442712305	18.3861235150561	18.9904530250999	19.4249494719444	19.392216784849	19.3296124165091
ENSG00000022277	16.8210265361162	19.4180873094248	17.5853440224446	17.6680955175204	16.9642054733912	17.0427067440544	18.0684948996114	NA	20.0025073906676	18.7240741350342	19.077206900056	19.6423584756348	NA	16.2376581186797	17.7250067110466	16.9405430151382
ENSG00000010244	22.4675965952975	22.5013998794288	22.3025697608658	22.4616143339258	22.5405670055008	22.6985876790556	22.418411633764	21.7751102942296	22.812175738348	22.7846460271164	22.21335582614	22.5852018807104	22.0696293903235	22.0010988944865	21.8077416837616	21.6526786978575
ENSG00000075142	24.4291170692066	24.175237650291	24.0570543664835	24.3054951320085	23.8002553346463	23.7829678240878	23.1224204355371	22.2056512805635	24.7228096153128	24.4737646995202	24.9069236158996	24.5440980026527	23.9583686286679	24.2952302756068	23.8373045469912	24.2733408843398
ENSG00000171262	19.7295112150094	21.0776372108131	20.7421350630493	21.1143879709364	20.4529208834218	20.1007239281551	20.5232479862599	19.4184785487603	21.0287073791595	20.7591437375518	20.8167524356445	20.7492736795513	20.2945713923129	19.68090545852	21.0673004254144	19.5173579781778
